TMV191;Matematisk analys i flera variabler;TKDES;TEKNISK DESIGN, CIVILINGENJÖR;0107;Tentamen;7,5;2014-08-30;3;1;25
TMV191;Matematisk analys i flera variabler;TKDES;TEKNISK DESIGN, CIVILINGENJÖR;0107;Tentamen;7,5;2014-08-30;U;3;75
TMA235;Matematisk introduktionskurs;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0101;Tentamen;1,5;2014-08-30;G;2;67
TMA235;Matematisk introduktionskurs;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0101;Tentamen;1,5;2014-08-30;U;1;33
TDA289;Människa - dator interaktion;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0110;Inlämningsuppgift;4,5;2014-08-30;4;2;100
TDA289;Människa - dator interaktion;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0210;Laboration;3;2014-08-30;G;1;100
ARK181;Reality studio 2;MPDSD;ARKITEKTUR OCH PLANERING FÖR HÅLLBAR UTVECKLING, MASTERPROGRAM;0108;Projekt;7,5;2014-08-30;5;1;100
IDY040;Technological change & industrial transformation;MPMEI;INNOVATIONSLEDNING, MASTERPROGRAM;0104;Tentamen;7,5;2014-08-30;3;1;33
IDY040;Technological change & industrial transformation;MPMEI;INNOVATIONSLEDNING, MASTERPROGRAM;0104;Tentamen;7,5;2014-08-30;4;1;33
IDY040;Technological change & industrial transformation;MPMEI;INNOVATIONSLEDNING, MASTERPROGRAM;0104;Tentamen;7,5;2014-08-30;U;1;33
BMT025;Affärsjuridik;TAFFK;AFFÄRSUTVECKLING OCH ENTREPRENÖRSKAP INOM BYGGTEKNIK;0106;Tentamen;7,5;2014-08-29;3;1;100
SSY100;Antennteknik;MPWPS;TRÅDLÖS TEKNIK, FOTONIK OCH RYMDTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;1;33
SSY100;Antennteknik;MPWPS;TRÅDLÖS TEKNIK, FOTONIK OCH RYMDTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;5;1;33
SSY100;Antennteknik;MPWPS;TRÅDLÖS TEKNIK, FOTONIK OCH RYMDTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;1;33
TEK075;Arbetsorganisation;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;3;4;67
TEK075;Arbetsorganisation;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;4;1;17
TEK075;Arbetsorganisation;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;U;1;17
KBT115;Avancerad kemisk reaktionsteknik;MPISC;INNOVATIV OCH HÅLLBAR KEMITEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;1;100
EEK201;Avreglerade elmarknader;MPEPO;ELKRAFTTEKNIK, MASTERPROGRAM;0108;Tentamen;7,5;2014-08-29;4;2;100
KBT015;Biokemi;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0105;Tentamen;7,5;2014-08-29;U;2;100
AFT061;Boendets rum;TKARK;ARKITEKTUR;0311;Projekt, del C;3;2014-08-29;G;1;100
VHU501;Byggteknik;TIBYL;BYGGTEKNIK, HÖGSKOLEINGENJÖR;0101;Tentamen;7,5;2014-08-29;4;1;50
VHU501;Byggteknik;TIBYL;BYGGTEKNIK, HÖGSKOLEINGENJÖR;0101;Tentamen;7,5;2014-08-29;5;1;50
KKR072;CFD för ingenjörer;MPISC;INNOVATIV OCH HÅLLBAR KEMITEKNIK, MASTERPROGRAM;0107;Tentamen;4;2014-08-29;G;2;100
TME046;Chalmers formula student;MPAUT;FORDONSTEKNIK, MASTERPROGRAM;0107;Projekt;15;2014-08-29;3;1;6
TME046;Chalmers formula student;MPAUT;FORDONSTEKNIK, MASTERPROGRAM;0107;Projekt;15;2014-08-29;5;15;94
KBT095;Corrosion;MPMCN;MATERIALKEMI OCH NANOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;1;25
KBT095;Corrosion;MPMCN;MATERIALKEMI OCH NANOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;2;50
KBT095;Corrosion;MPMCN;MATERIALKEMI OCH NANOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;1;25
SSY285;Design av linjära reglersystem;MPSYS;SYSTEMTEKNIK, REGLERTEKNIK OCH MEKATRONIK, MASTERPROGRAM;0211;Tentamen;4,5;2014-08-29;3;2;100
TME170;Drivlinans mekanik;MPAUT;FORDONSTEKNIK, MASTERPROGRAM;0108;Tentamen;7,5;2014-08-29;3;1;100
IDY035;Economics of innovation;MPMEI;INNOVATIONSLEDNING, MASTERPROGRAM;0104;Tentamen;7,5;2014-08-29;4;1;100
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2014-08-29;3;7;54
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2014-08-29;4;1;8
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2014-08-29;U;5;38
ETI146;Elektronik;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0206;Tentamen;6;2014-08-29;3;2;100
ENM025;Energiomvandling;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;3;1;100
KBTX09;Examensarbete vid Kemi- och bioteknik;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0113;Examensarbete;15;2014-08-29;G;2;100
SJO763;Fartygsförlagd utbildning, block 3;TSJKL;SJÖKAPTENSPROGRAM;0111;Övning, del A;0;2014-08-29;G;1;100
SJO763;Fartygsförlagd utbildning, block 3;TSJKL;SJÖKAPTENSPROGRAM;0211;Övning, del B;7,5;2014-08-29;G;1;100
MMA136;Fartygsgeometri och hydrostatik;MPNAV;MARIN TEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;3;38
MMA136;Fartygsgeometri och hydrostatik;MPNAV;MARIN TEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;3;38
MMA136;Fartygsgeometri och hydrostatik;MPNAV;MARIN TEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;5;1;13
MMA136;Fartygsgeometri och hydrostatik;MPNAV;MARIN TEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;1;13
TIF220;Fysik för ingenjörer 2: Elektromagnetism och modern fysik;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2014-08-29;3;1;50
TIF220;Fysik för ingenjörer 2: Elektromagnetism och modern fysik;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2014-08-29;U;1;50
KMG075;Genetically engineered foods;MPBIO;BIOTEKNIK, MASTERPROGRAM;0108;Tentamen;7,5;2014-08-29;5;1;100
TMS145;Grundkurs i matematisk statistik och bioinformatik;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0103;Tentamen;7,5;2014-08-29;3;1;14
TMS145;Grundkurs i matematisk statistik och bioinformatik;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0103;Tentamen;7,5;2014-08-29;4;1;14
TMS145;Grundkurs i matematisk statistik och bioinformatik;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0103;Tentamen;7,5;2014-08-29;U;5;71
KBT135;Hantering och återvinning av avfall;MPISC;INNOVATIV OCH HÅLLBAR KEMITEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;1;100
TEK250;Industrial management;MPQOM;KVALITETS- OCH VERKSAMHETSUTVECKLING, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;5;1;33
TEK250;Industrial management;MPQOM;KVALITETS- OCH VERKSAMHETSUTVECKLING, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;2;67
LKT084;Industriell kemi;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0109;Tentamen;3;2014-08-29;4;1;33
LKT084;Industriell kemi;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0109;Tentamen;3;2014-08-29;U;2;67
UCM010;Inledande cell- och molekylärbiologi;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0102;Tentamen;7,5;2014-08-29;3;5;45
UCM010;Inledande cell- och molekylärbiologi;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0102;Tentamen;7,5;2014-08-29;4;1;9
UCM010;Inledande cell- och molekylärbiologi;TKBIO;BIOTEKNIK, CIVILINGENJÖR;0102;Tentamen;7,5;2014-08-29;U;5;45
TMA970;Inledande matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0197;Tentamen;6;2014-08-29;3;15;42
TMA970;Inledande matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0197;Tentamen;6;2014-08-29;4;2;6
TMA970;Inledande matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0197;Tentamen;6;2014-08-29;U;19;53
VIN032;Inomhusklimat och klimathållande system;MPSEB;KONSTRUKTIONSTEKNIK OCH BYGGNADSTEKNOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;3;50
VIN032;Inomhusklimat och klimathållande system;MPSEB;KONSTRUKTIONSTEKNIK OCH BYGGNADSTEKNOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;3;50
SJOX09;Kandidatarbete för Sjöfart och logistik;TSLOG;SJÖFART OCH LOGISTIK;0109;Projekt, del A;0;2014-08-29;G;2;100
KOO042;Kemi med biokemi;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0211;Projekt;6;2014-08-29;3;1;100
MVE295;Komplex analys;TKTEM;TEKNISK MATEMATIK, CIVILINGENJÖR;0109;Tentamen;6;2014-08-29;3;4;44
MVE295;Komplex analys;TKTEM;TEKNISK MATEMATIK, CIVILINGENJÖR;0109;Tentamen;6;2014-08-29;U;5;56
MVE025;Komplex matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0105;Tentamen;6;2014-08-29;3;4;57
MVE025;Komplex matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0105;Tentamen;6;2014-08-29;4;1;14
MVE025;Komplex matematisk analys;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0105;Tentamen;6;2014-08-29;U;2;29
TME125;Konstruktionsberäkningar med finita elementmetoden;MPPDE;PRODUKTUTVECKLING, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;1;50
TME125;Konstruktionsberäkningar med finita elementmetoden;MPPDE;PRODUKTUTVECKLING, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;1;50
LMU432;Maskinelement;TIMEL;MEKATRONIK, HÖGSKOLEINGENJÖR;0110;Tentamen;7,5;2014-08-29;3;2;29
LMU432;Maskinelement;TIMEL;MEKATRONIK, HÖGSKOLEINGENJÖR;0110;Tentamen;7,5;2014-08-29;4;1;14
LMU432;Maskinelement;TIMEL;MEKATRONIK, HÖGSKOLEINGENJÖR;0110;Tentamen;7,5;2014-08-29;U;4;57
ARKX03;Masterexamensarbete vid Arkitektur;TKARK;ARKITEKTUR;0108;Examensarbete;30;2014-08-29;G;1;100
ENMX04;Masterexamensarbete vid Energi och miljö;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0108;Examensarbete;30;2014-08-29;G;1;100
MCCX04;Masterexamensarbete vid Mikroteknologi och nanovetenskap;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0108;Examensarbete;30;2014-08-29;G;1;100
PPUX05;Masterexamensarbete vid Produkt- och produktionsutveckling;TKDES;TEKNISK DESIGN, CIVILINGENJÖR;0108;Examensarbete;30;2014-08-29;G;1;100
TEKX08;Masterexamensarbete vid Teknikens ekonomi och organisation;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0108;Examensarbete;30;2014-08-29;G;2;100
LNB760;Matematik;TISJL;SJÖINGENJÖR;0501;Tillämpad matematik IV;3;2014-08-29;U;1;100
MVE340;Matematik 2;TISJL;SJÖINGENJÖR;0109;Tentamen;7,5;2014-08-29;3;13;48
MVE340;Matematik 2;TISJL;SJÖINGENJÖR;0109;Tentamen;7,5;2014-08-29;U;14;52
MVE016;Matematisk analys i en variabel;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2014-08-29;3;3;27
MVE016;Matematisk analys i en variabel;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2014-08-29;4;1;9
MVE016;Matematisk analys i en variabel;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2014-08-29;U;7;64
TMV130;Matematisk analys i en variabel;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0104;Tentamen;7,5;2014-08-29;3;5;17
TMV130;Matematisk analys i en variabel;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0104;Tentamen;7,5;2014-08-29;U;25;83
TMV135;Matematisk analys i en variabel;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0104;Tentamen;7,5;2014-08-29;3;2;50
TMV135;Matematisk analys i en variabel;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0104;Tentamen;7,5;2014-08-29;4;2;50
TMV137;Matematisk analys i en variabel;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0112;Tentamen;6;2014-08-29;3;2;40
TMV137;Matematisk analys i en variabel;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0112;Tentamen;6;2014-08-29;U;3;60
TMV138;Matematisk analys i en variabel;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0112;Tentamen;6;2014-08-29;3;6;46
TMV138;Matematisk analys i en variabel;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0112;Tentamen;6;2014-08-29;5;1;8
TMV138;Matematisk analys i en variabel;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0112;Tentamen;6;2014-08-29;U;6;46
TMV151;Matematisk analys i en variabel;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0108;Tentamen;7,5;2014-08-29;3;1;8
TMV151;Matematisk analys i en variabel;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0108;Tentamen;7,5;2014-08-29;U;11;92
TMV181;Matematisk analys i en variabel;TKDES;TEKNISK DESIGN, CIVILINGENJÖR;0107;Tentamen;7,5;2014-08-29;U;2;100
TMA226;Matematisk fördjupning;TKKEF;KEMITEKNIK MED FYSIK, CIVILINGENJÖR;0113;Tentamen;6;2014-08-29;3;2;25
TMA226;Matematisk fördjupning;TKKEF;KEMITEKNIK MED FYSIK, CIVILINGENJÖR;0113;Tentamen;6;2014-08-29;U;6;75
MVE090;Matematisk statistik;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0106;Tentamen;6;2014-08-29;3;4;44
MVE090;Matematisk statistik;TKAUT;AUTOMATION OCH MEKATRONIK, CIVILINGENJÖR;0106;Tentamen;6;2014-08-29;U;5;56
TMA073;Matematisk statistik;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0108;Tentamen;4,5;2014-08-29;3;5;50
TMA073;Matematisk statistik;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0108;Tentamen;4,5;2014-08-29;4;1;10
TMA073;Matematisk statistik;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0108;Tentamen;4,5;2014-08-29;U;4;40
ESS011;Matematisk statistik och signalbehandling;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-29;3;6;30
ESS011;Matematisk statistik och signalbehandling;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-29;4;6;30
ESS011;Matematisk statistik och signalbehandling;TKELT;ELEKTROTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-29;U;8;40
TMV220;Matematisk överbryggningskurs;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0104;Tentamen;7,5;2014-08-29;3;1;100
TMA980;Matematiska metoder, fortsättningskurs;TELTA;ELEKTROTEKNIK;0497;Tentamen, del D;4,5;2014-08-29;TG;1;100
TME031;Mekanik - dynamik;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0210;Tentamen;6;2014-08-29;3;3;16
TME031;Mekanik - dynamik;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0210;Tentamen;6;2014-08-29;U;16;84
TME030;Mekanik och hållfasthetslära 3;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0105;Tentamen;7,5;2014-08-29;3;1;50
TME030;Mekanik och hållfasthetslära 3;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0105;Tentamen;7,5;2014-08-29;U;1;50
FFR166;Mekanismerna bakom miljöförändringar;MPTSE;INDUSTRIELL EKOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;1;50
FFR166;Mekanismerna bakom miljöförändringar;MPTSE;INDUSTRIELL EKOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;1;50
KMG036;Molecular biology 1;MPBIO;BIOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;1;100
EDA491;Nätverkssäkerhet;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0107;Tentamen;6;2014-08-29;3;1;33
EDA491;Nätverkssäkerhet;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0107;Tentamen;6;2014-08-29;4;1;33
EDA491;Nätverkssäkerhet;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0107;Tentamen;6;2014-08-29;U;1;33
PPU160;Produktionssystem;MPPEN;PRODUKTIONSUTVECKLING, MASTERPROGRAM;0111;Tentamen;7,5;2014-08-29;U;1;100
DAT120;Programming paradigms;MPSEN;SOFTWARE ENGINEERING AND TECHNOLOGY, MSC PROGR;0107;Tentamen;7,5;2014-08-29;4;1;100
DAT121;Programming paradigms;TKDAT;DATATEKNIK, CIVILINGENJÖR;0111;Tentamen;7,5;2014-08-29;3;5;36
DAT121;Programming paradigms;TKDAT;DATATEKNIK, CIVILINGENJÖR;0111;Tentamen;7,5;2014-08-29;4;6;43
DAT121;Programming paradigms;TKDAT;DATATEKNIK, CIVILINGENJÖR;0111;Tentamen;7,5;2014-08-29;5;2;14
DAT121;Programming paradigms;TKDAT;DATATEKNIK, CIVILINGENJÖR;0111;Tentamen;7,5;2014-08-29;U;1;7
TEK415;Purchasing and supply management I;MPSCM;SUPPLY CHAIN MANAGEMENT, MASTERPROGRAM;0111;Tentamen;6;2014-08-29;4;1;100
IPE061;Risk management and safety;MPSCM;SUPPLY CHAIN MANAGEMENT, MASTERPROGRAM;0103;Tentamen;7,5;2014-08-29;3;1;100
SJO118;Sjöfart och miljö;TSJKL;SJÖKAPTENSPROGRAM;0113;Tentamen;7,5;2014-08-29;3;1;100
SJO117;Sjöfartens miljöpåverkan;TSJKL;SJÖKAPTENSPROGRAM;0110;Tentamen;7,5;2014-08-29;3;1;100
SJO160;Sjöfartens miljöpåverkan;TSLOG;SJÖFART OCH LOGISTIK;0107;Tentamen;7,5;2014-08-29;3;1;100
SJO570;Sjöfartens miljöpåverkan;TISJL;SJÖINGENJÖR;0109;Tentamen;7,5;2014-08-29;4;2;100
MVE155;Statistisk slutledning;MPENM;MATEMATIK OCH BERÄKNINGSVETENSKAP, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;5;63
MVE155;Statistisk slutledning;MPENM;MATEMATIK OCH BERÄKNINGSVETENSKAP, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;4;2;25
MVE155;Statistisk slutledning;MPENM;MATEMATIK OCH BERÄKNINGSVETENSKAP, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;5;1;13
MTF246;Strömningsmekanik;TKDES;TEKNISK DESIGN, CIVILINGENJÖR;0107;Tentamen;4,5;2014-08-29;U;1;100
VMT043;Teknisk samhällsplanering;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;3;1;25
VMT043;Teknisk samhällsplanering;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;4;1;25
VMT043;Teknisk samhällsplanering;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0106;Tentamen;7,5;2014-08-29;U;2;50
CIU260;Utvecklingsprojekt i praktiken;MPLOL;LÄRANDE OCH LEDARSKAP, MSC PROGR;0112;Projekt;7,5;2014-08-29;5;1;100
ENM045;Värme, ventilation och luftbehandlingsteknik;MPSES;HÅLLBARA ENERGISYSTEM, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;3;4;50
ENM045;Värme, ventilation och luftbehandlingsteknik;MPSES;HÅLLBARA ENERGISYSTEM, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-29;U;4;50
KTK105;Yt- och materialkemi;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0103;Tentamen;4,5;2014-08-29;3;3;100
EDA397;Agile development processes;MPSOF;SOFTWARE ENGINEERING - UTVECKLING OCH IMPLEMENTERING AV MJUKVARA, MASTERPROGRAM;0207;Tentamen;3;2014-08-28;3;1;50
EDA397;Agile development processes;MPSOF;SOFTWARE ENGINEERING - UTVECKLING OCH IMPLEMENTERING AV MJUKVARA, MASTERPROGRAM;0207;Tentamen;3;2014-08-28;5;1;50
ATH061;Arkitekturhistoria;TKARK;ARKITEKTUR;0106;Tentamen;7,5;2014-08-28;G;1;100
VBB072;Armerad och förspänd betong;MPSEB;KONSTRUKTIONSTEKNIK OCH BYGGNADSTEKNOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-28;3;6;50
VBB072;Armerad och förspänd betong;MPSEB;KONSTRUKTIONSTEKNIK OCH BYGGNADSTEKNOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-28;4;2;17
VBB072;Armerad och förspänd betong;MPSEB;KONSTRUKTIONSTEKNIK OCH BYGGNADSTEKNOLOGI, MASTERPROGRAM;0107;Tentamen;7,5;2014-08-28;U;4;33
SJO675;Astronomisk navigering;TSJKL;SJÖKAPTENSPROGRAM;0109;Tentamen;3,5;2014-08-28;4;1;100
VTA135;Audioteknik och akustik;MPSOV;LJUD OCH VIBRATIONER, MASTERPROGRAM;0198;Tentamen;7,5;2014-08-28;3;1;50
VTA135;Audioteknik och akustik;MPSOV;LJUD OCH VIBRATIONER, MASTERPROGRAM;0198;Tentamen;7,5;2014-08-28;U;1;50
IBB152;Byggnadsekonomi och organisation;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0209;Tentamen;4,5;2014-08-28;G;6;75
IBB152;Byggnadsekonomi och organisation;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0209;Tentamen;4,5;2014-08-28;U;2;25
VBF056;Byggnadsmaterial;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0205;Laboration;3;2014-08-28;G;3;100
VBF056;Byggnadsmaterial;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0105;Tentamen;4,5;2014-08-28;4;3;100
TDA357;Databaser;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-28;3;4;44
TDA357;Databaser;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-28;4;1;11
TDA357;Databaser;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0106;Tentamen;4,5;2014-08-28;U;4;44
EDA387;Datornätverk;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0211;Tentamen;6;2014-08-28;3;4;67
EDA387;Datornätverk;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0211;Tentamen;6;2014-08-28;5;1;17
EDA387;Datornätverk;MPCSN;DATORER, NÄTVERK OCH SYSTEM, MASTERPROGRAM;0211;Tentamen;6;2014-08-28;U;1;17
