BMT025;Affärsjuridik;TAFFK;AFFÄRSUTVECKLING OCH ENTREPRENÖRSKAP INOM BYGGTEKNIK;0106;Tentamen;7,5;2012-08-31;4;1;100
EDA397;Agile development processes;MPSOF;SOFTWARE ENGINEERING - UTVECKLING OCH IMPLEMENTERING AV MJUKVARA, MASTERPROGRAM;0207;Tentamen;3;2012-08-31;U;1;100
KBB032;Biochemistry and molecular biology;MPBIO;BIOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;4;1;20
KBB032;Biochemistry and molecular biology;MPBIO;BIOTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;U;4;80
ESS155;Data compression;EMAST;MSc PROGR IN DIGITAL COMMUNICATION SYSTEMS AND TECHNOLOGY;0101;Tentamen;9;2012-08-31;4;1;100
LMU091;Datorstödd tillverkning;TIMAL;MASKINTEKNIK, HÖGSKOLEINGENJÖR;0102;Tentamen;6,7;2012-08-31;3;1;50
LMU091;Datorstödd tillverkning;TIMAL;MASKINTEKNIK, HÖGSKOLEINGENJÖR;0102;Tentamen;6,7;2012-08-31;U;1;50
EDA331;Datorsystemteknik;TKDAT;DATATEKNIK, CIVILINGENJÖR;0205;Laboration;1,5;2012-08-31;G;2;100
KVM071;Design av energitekniska anläggningar;MPSES;HÅLLBARA ENERGISYSTEM, MASTERPROGRAM;0207;Tentamen;6;2012-08-31;5;1;100
LBT431;Ekonomi- och verksamhetsstyrning;TIPMA;INTERNATIONELL PROJEKTLEDNING, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;3;1;50
LBT431;Ekonomi- och verksamhetsstyrning;TIPMA;INTERNATIONELL PROJEKTLEDNING, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;4;1;50
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2012-08-31;3;2;13
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2012-08-31;4;1;6
LEU470;Elektriska kretsar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0104;Tentamen;6;2012-08-31;U;13;81
LET271;Elektriska mätsystem och mätmetoder;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0102;Tentamen;6;2012-08-31;3;1;100
MTTX01;Examensarbete vid Material- och tillverkningsteknik;TIDSL;DESIGN OCH PRODUKTUTVECKLING, HÖGSKOLEINGENJÖR;0105;Examensarbete;15;2012-08-31;G;2;100
PPUX01;Examensarbete vid Produkt- och produktionsutveckling;TIDSL;DESIGN OCH PRODUKTUTVECKLING, HÖGSKOLEINGENJÖR;0105;Examensarbete;15;2012-08-31;G;1;100
FFR170;Framtida hållbara energisystem;MPSES;HÅLLBARA ENERGISYSTEM, MASTERPROGRAM;0104;Tentamen;7,5;2012-08-31;3;3;60
FFR170;Framtida hållbara energisystem;MPSES;HÅLLBARA ENERGISYSTEM, MASTERPROGRAM;0104;Tentamen;7,5;2012-08-31;4;2;40
AFT106;Från idé till färdig byggnad;TKARK;ARKITEKTUR;0112;Projekt, del A;7,5;2012-08-31;G;20;100
AFT106;Från idé till färdig byggnad;TKARK;ARKITEKTUR;0212;Projekt, del B;4,5;2012-08-31;G;20;100
TIF220;Fysik för ingenjörer 2: Elektromagnetism och modern fysik;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0209;Tentamen;6;2012-08-31;3;2;100
BOM045;Geoteknik;MPIEE;INFRASTRUKTUR OCH MILJÖTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;3;1;10
BOM045;Geoteknik;MPIEE;INFRASTRUKTUR OCH MILJÖTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;4;4;40
BOM045;Geoteknik;MPIEE;INFRASTRUKTUR OCH MILJÖTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;U;5;50
LBT121;Geoteknik;TIBYL;BYGGTEKNIK, HÖGSKOLEINGENJÖR;0106;Tentamen;3;2012-08-31;3;2;50
LBT121;Geoteknik;TIBYL;BYGGTEKNIK, HÖGSKOLEINGENJÖR;0106;Tentamen;3;2012-08-31;4;2;50
TDA956;Hardware description and verification;MPALG;DATAVETENSKAP - ALGORITMER, PROGRAMSPRÅK OCH LOGIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;U;1;100
MHA081;Hållfasthetslära;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0100;Tentamen;4,5;2012-08-31;3;1;11
MHA081;Hållfasthetslära;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0100;Tentamen;4,5;2012-08-31;5;1;11
MHA081;Hållfasthetslära;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0100;Tentamen;4,5;2012-08-31;U;7;78
MTT040;Högspänningsteknik 2;MPEPO;ELKRAFTTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;3;2;67
MTT040;Högspänningsteknik 2;MPEPO;ELKRAFTTEKNIK, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;U;1;33
LKT084;Industriell kemi;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0109;Tentamen;3;2012-08-31;3;1;50
LKT084;Industriell kemi;TIKEL;KEMITEKNIK, HÖGSKOLEINGENJÖR;0109;Tentamen;3;2012-08-31;4;1;50
TEK060;Industriell produktion och organisation;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0105;Tentamen;6;2012-08-31;3;19;66
TEK060;Industriell produktion och organisation;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0105;Tentamen;6;2012-08-31;4;4;14
TEK060;Industriell produktion och organisation;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0105;Tentamen;6;2012-08-31;U;6;21
TEK150;Integrated product development;MPQOM;KVALITETS- OCH VERKSAMHETSUTVECKLING, MASTERPROGRAM;0107;Tentamen;7,5;2012-08-31;4;1;100
TDA605;Introduktion till programmering;TKDAT;DATATEKNIK, CIVILINGENJÖR;0104;Laboration;1,5;2012-08-31;G;88;100
SJOX09;Kandidatarbete för Sjöfart och logistik;TSLOG;SJÖFART OCH LOGISTIK;0209;Projekt, del B;15;2012-08-31;3;2;50
SJOX09;Kandidatarbete för Sjöfart och logistik;TSLOG;SJÖFART OCH LOGISTIK;0209;Projekt, del B;15;2012-08-31;4;2;50
