ARK445;Att undersöka arkitektur 1;TKARK;ARKITEKTUR;0111;Projekt, del A;1,5;2015-08-31;G;1;100
ARK445;Att undersöka arkitektur 1;TKARK;ARKITEKTUR;0211;Projekt, del B;1,5;2015-08-31;G;1;100
TEK010;Creating new business;MPMEI;INNOVATIONSLEDNING, MASTERPROGRAM;0105;Tentamen;7,5;2015-08-31;3;1;100
ARK176;Designsystem;MPDSD;ARKITEKTUR OCH PLANERING FÖR HÅLLBAR UTVECKLING, MASTERPROGRAM;0108;Inlämningsuppgift;7,5;2015-08-31;5;1;100
EDA322;Digital konstruktion;TKDAT;DATATEKNIK, CIVILINGENJÖR;0113;Laboration;3;2015-08-31;G;2;100
MVE800;Förberedande introduktionskurs i matematik;CA;-;0106;Tentamen, del A;4,5;2015-08-31;G;5;100
MVE800;Förberedande introduktionskurs i matematik;CA;-;0206;Tentamen, del B;3;2015-08-31;G;4;100
MVE801;Förberedande kurs i matematik;CA;-;0114;Förberedande kurs i matematik, del 1A;1,5;2015-08-31;G;30;100
MVE801;Förberedande kurs i matematik;CA;-;0214;Förberedande kurs i matematik, del 1B;3;2015-08-31;G;53;100
MVE801;Förberedande kurs i matematik;CA;-;0314;Förberedande kurs i matematik, del 2;3;2015-08-31;G;64;100
FFR102;Hållbar utveckling - kritiska perspektiv & möjliga lösningar;TIELL;ELEKTROTEKNIK, HÖGSKOLEINGENJÖR;0113;Projekt;4;2015-08-31;G;1;100
TIFX02;Kandidatarbete vid Teknisk fysik;TKTFY;TEKNISK FYSIK, CIVILINGENJÖR;0106;Projekt, del A;0;2015-08-31;G;1;100
KTK111;Kemi för ingenjörer;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0105;Tentamen;7,5;2015-08-31;3;4;67
KTK111;Kemi för ingenjörer;TKIEK;INDUSTRIELL EKONOMI, CIVILINGENJÖR;0105;Tentamen;7,5;2015-08-31;4;2;33
CIU945;Kursutveckling för lärcentrerad undervisningsplanering och professionellt lärarskap;-;-;0114;Projekt;3;2015-08-31;G;1;100
LUP607;Lean för bygg- och anläggningssektorn, uppdragsutbildning;-;-;0107;Tentamen;7,5;2015-08-31;G;14;100
LUP975;Lean Produktion, uppdragsutbildning;-;-;0104;Tentamen;7,5;2015-08-31;G;18;100
LNC301;Manövrering och girplanering;TSJKL;SJÖKAPTENSPROGRAM;0210;Övning;1,5;2015-08-31;G;1;100
ARKX03;Masterexamensarbete vid Arkitektur;TKARK;ARKITEKTUR;0108;Examensarbete;30;2015-08-31;G;2;100
BOMX02;Masterexamensarbete vid Bygg- och miljöteknik;TKVOV;VÄG- OCH VATTENBYGGNAD, CIVILINGENJÖR;0108;Examensarbete;30;2015-08-31;G;1;100
DATX05;Masterexamensarbete vid Data- och informationsteknik;TKITE;INFORMATIONSTEKNIK, CIVILINGENJÖR;0108;Examensarbete;30;2015-08-31;G;2;100
ENMX04;Masterexamensarbete vid Energi och miljö;TKMAS;MASKINTEKNIK, CIVILINGENJÖR;0108;Examensarbete;30;2015-08-31;G;2;100
KBTX05;Masterexamensarbete vid Kemi- och bioteknik;TKKMT;KEMITEKNIK, CIVILINGENJÖR;0108;Examensarbete;30;2015-08-31;G;1;100
